expName,afName,exp,relativeDock,deltaY,pred
M351T_axitinib_2,M351T_1_r0_seed11_axitinib,-0.23999999463558197,0.004999999888241291,-0.24500000476837158,0.3560466468334198
E255K_axitinib_9,E255K_5_r2_seed15_bosutinib,0.25999999046325684,-0.023000000044703484,0.28299999237060547,0.46411028504371643
M244V_axitinib_16,M244V_5_r0_seed20_imatinib,-0.10999999940395355,-0.08799999952316284,-0.02199999988079071,0.17734786868095398
M343T_axitinib_4,M343T_3_r3_seed5_axitinib,0.20999999344348907,-0.013000000268220901,0.22300000488758087,0.3941797614097595
F359V_axitinib_13,F359V_4_r2_seed14_dasatinib,0.07000000029802322,0.01899999938905239,0.050999999046325684,0.4130006730556488
L248R_axitinib_5,L248R_3_r3_seed23_bosutinib,0.3100000023841858,-0.07199999690055847,0.38199999928474426,1.0818307399749756
V299L_axitinib_5,V299L_1_r0_seed10_bosutinib,-0.8799999952316284,0.010999999940395355,-0.890999972820282,0.7188622951507568
F359I_axitinib_23,F359I_5_r1_seed15_nilotinib,0.10000000149011612,-0.10199999809265137,0.20200000703334808,0.1633128821849823
Y253F_axitinib_29,Y253F_4_r3_seed15_ponatinib,0.25999999046325684,0.019999999552965164,0.23999999463558197,0.3743979036808014
E255K_axitinib_1,E255K_2_r1_seed5_axitinib,0.25999999046325684,-0.03400000184774399,0.2939999997615814,0.4008421003818512
T315V_axitinib_1,T315V_3_r0_seed24_axitinib,-1.7300000190734863,-0.004000000189989805,-1.7259999513626099,0.697648286819458
T315I_axitinib_20,T315I_1_r3_seed26_nilotinib,-1.2699999809265137,0.8090000152587891,-2.0789999961853027,0.8585377931594849
T315A_axitinib_14,T315A_5_r0_seed15_dasatinib,-0.44999998807907104,-0.008999999612569809,-0.4410000145435333,0.09491361677646637
M351T_axitinib_7,M351T_3_r0_seed27_bosutinib,-0.23999999463558197,-0.028999999165534973,-0.210999995470047,0.45861759781837463
V299L_axitinib_6,V299L_2_r3_seed23_bosutinib,-0.8799999952316284,0.010999999940395355,-0.890999972820282,0.8594022393226624
L248V_axitinib_26,L248V_5_r1_seed30_ponatinib,0.3199999928474426,0.16200000047683716,0.15800000727176666,0.4034102261066437
M351T_axitinib_16,M351T_5_r3_seed18_imatinib,-0.23999999463558197,-0.003000000026077032,-0.2370000034570694,0.06336803734302521
Y253F_axitinib_28,Y253F_2_r3_seed26_ponatinib,0.25999999046325684,0.019999999552965164,0.23999999463558197,0.37556588649749756
V299L_axitinib_1,V299L_4_r2_seed4_axitinib,-0.8799999952316284,0.06400000303983688,-0.9440000057220459,0.9781732559204102
F317R_axitinib_3,F317R_5_r3_seed4_axitinib,0.27000001072883606,0.2529999911785126,0.017000000923871994,0.40765154361724854
Y253F_axitinib_17,Y253F_3_r0_seed3_imatinib,0.25999999046325684,0.004999999888241291,0.2549999952316284,0.1758500188589096
E255V_axitinib_1,E255V_5_r3_seed9_axitinib,0.30000001192092896,-0.03799999877810478,0.33799999952316284,1.4199135303497314
